名稱,規格,單位,群組,分類,敷設,參考價,牌價,工率_最高,工率_普通,工率_最低,吋米種類,設備系統別
線槽,W:200mm * D:100mm,M,電線,管線材料,—,,,0.1313,0.105,0.084,,
線槽,W:300mm * D:100mm,M,電線,管線材料,—,,,0.1438,0.115,0.092,,
線槽,W:300mm * D:150mm,M,電線,管線材料,—,,,0.1562,0.125,0.1,,
線槽,W:400mm * D:100mm,M,電線,管線材料,—,,,0.1688,0.135,0.108,,
線槽,W:400mm * D:150mm,M,電線,管線材料,—,,,0.1812,0.145,0.116,,
線槽,W:500mm * D:100mm,M,電線,管線材料,—,,,0.1875,0.15,0.12,,
線槽,W:500mm * D:200mm,M,電線,管線材料,—,,,0.2063,0.165,0.132,,
線槽,W:600mm * D:150mm,M,電線,管線材料,—,,,0.2188,0.175,0.14,,
線槽,W:600mm * D:200mm,M,電線,管線材料,—,,,0.235,0.188,0.1504,,
線槽,W:700mm * D:200mm,M,電線,管線材料,—,,,0.2562,0.205,0.164,,
線槽,W:700mm * D:300mm,M,電線,管線材料,—,,,0.2812,0.225,0.18,,
線槽,W:800mm * D:200mm,M,電線,管線材料,—,,,0.3063,0.245,0.196,,
線槽,W:800mm * D:300mm,M,電線,管線材料,—,,,0.3562,0.285,0.228,,
線槽,W:900mm * D:300mm,M,電線,管線材料,—,,,0.445,0.356,0.2848,,
線槽,W:900mm * D:400mm,M,電線,管線材料,—,,,0.57,0.456,0.3648,,
線槽,W:1000mm * D:300mm,M,電線,管線材料,—,,,0.6062,0.485,0.388,,
線槽,W:1000mm * D:400mm,M,電線,管線材料,—,,,0.7125,0.57,0.456,,
線槽,地板線槽接線盒 34W*34H*5D CM,M,電線,管線材料,—,,,0.208,0.16,0.112,,
線槽,鋁合金地板線槽 5W*2.5H*1.8D CM,M,電線,管線材料,—,,,0.1625,0.125,0.0875,,
線槽,鍍鋅鋼板地板線槽 5W*2.5H*1.8D CM,M,電線,管線材料,—,,,0.1885,0.145,0.1015,,
線槽,地板標誌蓋,M,電線,管線材料,—,,,0.0975,0.075,0.0525,,
線槽,線槽支架,M,電線,管線材料,—,,,0.1235,0.095,0.0665,,
線槽,電話出線口31φ,M,電線,管線材料,—,,,0.2275,0.175,0.1225,,
線槽,電力插座31φ2P 15A 125V+E,M,電線,管線材料,—,,,0.2275,0.175,0.1225,,
線槽,末端蓋,M,電線,管線材料,—,,,0.0494,0.038,0.0266,,
線槽,線槽接頭,M,電線,管線材料,—,,,0.0975,0.075,0.0525,,
線槽,出線栓標誌銅蓋,M,電線,管線材料,—,,,0.065,0.05,0.035,,
線槽,"末端接頭 1/2""",M,電線,管線材料,—,,,0.078,0.06,0.042,,
線槽,"末端接頭 3/4""",M,電線,管線材料,—,,,0.0975,0.075,0.0525,,
線槽,"末端接頭 1""",M,電線,管線材料,—,,,0.117,0.09,0.063,,
電纜頭處理,2MM預鑄式 6.6KV以下 22m/m2以下,只,電線,管線材料,—,,,0.251,0.251,0.251,,
電纜頭處理,2MM預鑄式 6.6KV以下 30m/m2-38m/m2,只,電線,管線材料,—,,,0.282,0.282,0.282,,
電纜頭處理,2MM預鑄式 6.6KV以下 50m/m2-60m/m2,只,電線,管線材料,—,,,0.298,0.298,0.298,,
電纜頭處理,2MM預鑄式 6.6KV以下 80m/m2-100m/m2,只,電線,管線材料,—,,,0.329,0.329,0.329,,
電纜頭處理,2MM預鑄式 6.6KV以下 125m/m2-150m/m2,只,電線,管線材料,—,,,0.345,0.345,0.345,,
電纜頭處理,2MM預鑄式 6.6KV以下 200m/m2,只,電線,管線材料,—,,,0.376,0.376,0.376,,
電纜頭處理,2MM預鑄式 6.6KV以下 250m/m2,只,電線,管線材料,—,,,0.4083,0.4083,0.4083,,
電纜頭處理,2MM預鑄式 6.6KV以下 325m/m2,只,電線,管線材料,—,,,0.44,0.44,0.44,,
電纜頭處理,2MM預鑄式 15KV 22m/m2以下,只,電線,管線材料,—,,,0.282,0.282,0.282,,
電纜頭處理,2MM預鑄式 15KV 30m/m2-38m/m2,只,電線,管線材料,—,,,0.329,0.329,0.329,,
電纜頭處理,2MM預鑄式 15KV 50m/m2-60m/m2,只,電線,管線材料,—,,,0.393,0.393,0.393,,
電纜頭處理,2MM預鑄式 15KV 80m/m2-100m/m2,只,電線,管線材料,—,,,0.44,0.44,0.44,,
電纜頭處理,2MM預鑄式 15KV 125m/m2-150m/m2,只,電線,管線材料,—,,,0.471,0.471,0.471,,
電纜頭處理,2MM預鑄式 15KV 200m/m2,只,電線,管線材料,—,,,0.533,0.533,0.533,,
電纜頭處理,2MM預鑄式 15KV 250m/m2,只,電線,管線材料,—,,,0.565,0.565,0.565,,
電纜頭處理,2MM預鑄式 15KV 325m/m2,只,電線,管線材料,—,,,0.628,0.628,0.628,,
電纜頭處理,2MM預鑄式 25KV 22m/m2以下,只,電線,管線材料,—,,,0.314,0.314,0.314,,
電纜頭處理,2MM預鑄式 25KV 30m/m2-38m/m2,只,電線,管線材料,—,,,0.376,0.376,0.376,,
電纜頭處理,2MM預鑄式 25KV 50m/m2-60m/m2,只,電線,管線材料,—,,,0.455,0.455,0.455,,
電纜頭處理,2MM預鑄式 25KV 80m/m2-100m/m2,只,電線,管線材料,—,,,0.502,0.502,0.502,,
電纜頭處理,2MM預鑄式 25KV 125m/m2-150m/m2,只,電線,管線材料,—,,,0.565,0.565,0.565,,
電纜頭處理,2MM預鑄式 25KV 200m/m2,只,電線,管線材料,—,,,0.628,0.628,0.628,,
電纜頭處理,2MM預鑄式 25KV 250m/m2,只,電線,管線材料,—,,,0.691,0.691,0.691,,
電纜頭處理,2MM預鑄式 25KV 325m/m2,只,電線,管線材料,—,,,0.754,0.754,0.754,,
電纜終端頭,3C 14m/m2以下,只,電線,管線材料,—,,,0.38,0.38,0.38,,
電纜終端頭,3C 22-38m/m2,只,電線,管線材料,—,,,0.48,0.48,0.48,,
電纜終端頭,3C 50-60m/m2,只,電線,管線材料,—,,,0.685,0.685,0.685,,
電纜終端頭,3C 80-100m/m2,只,電線,管線材料,—,,,0.91,0.91,0.91,,
電纜終端頭,3C 150m/m2,只,電線,管線材料,—,,,1.555,1.555,1.555,,
電纜終端頭,3C 200m/m2以上,只,電線,管線材料,—,,,1.81,1.81,1.81,,
